Business Date,Employee ID,Employee Name,Job Title,Revenue Center,Shift,Clock In,Clock Out,Hours Worked,Cash Tips,CC Tips,Total Tips,Tip Out Given,Tip Out Received,Net Tips,Tips Per Hour,Checks Served,Net Sales,Tip Pct
2026-02-03,EMP-020,Logan Scott,Bartender,Bar,AM,11:00,17:00,5.7,16.51,63.79,80.3,12.04,0,68.26,11.96,8,371.77,21.6
2026-02-03,EMP-021,Zoe Henderson,Bartender,Bar,AM,11:00,17:00,5.7,18.3,82.21,100.51,15.08,0,85.43,14.89,16,487.9,20.6
2026-02-03,EMP-026,Dylan Morales,Bartender,Bar,AM,11:00,17:00,6.1,23.05,49.93,72.98,10.95,0,62.03,10.17,13,450.48,16.2
2026-02-03,EMP-027,Lexi Harper,Bartender,Bar,AM,11:00,17:00,5.8,17.69,63.55,81.24,12.19,0,69.05,11.89,14,408.24,19.9
2026-02-03,EMP-030,Samantha Reed,Lead Bartender,Bar,AM,11:00,17:00,5.9,37.07,107.19,144.26,21.64,0,122.62,20.89,25,797.01,18.1
2026-02-03,EMP-031,Matt Donovan,Lead Bartender,Bar,AM,11:00,17:00,6.3,30.19,77.14,107.33,16.1,0,91.23,14.59,16,642.72,16.7
2026-02-03,EMP-050,Taylor Quinn,Bartender,Bar,AM,11:00,17:00,6.2,24.88,106.12,131.0,19.65,0,111.35,17.92,13,564.65,23.2
2026-02-03,EMP-002,Marcus Rivera,Bartender,Bar,PM,16:00,01:00,6.2,93.36,402.4,495.76,74.36,0,421.4,68.06,73,2083.02,23.8
2026-02-03,EMP-015,Becca Thompson,Bartender,Bar,PM,16:00,01:00,9.2,84.2,227.04,311.24,46.69,0,264.55,28.89,49,1629.53,19.1
2026-02-03,EMP-017,Megan Russo,Bartender,Bar,PM,16:00,01:00,9.0,94.01,288.96,382.97,57.45,0,325.52,36.19,51,1823.66,21.0
2026-02-03,EMP-019,Hailey Nguyen,Bartender,Bar,PM,16:00,01:00,8.5,86.32,277.2,363.52,54.53,0,308.99,36.21,56,1553.52,23.4
2026-02-03,EMP-020,Logan Scott,Bartender,Bar,PM,16:00,01:00,6.9,58.45,172.68,231.13,34.67,0,196.46,28.57,30,1210.09,19.1
2026-02-03,EMP-021,Zoe Henderson,Bartender,Bar,PM,16:00,01:00,6.1,120.03,230.68,350.71,52.61,0,298.1,49.07,34,1631.22,21.5
2026-02-03,EMP-023,Kayla Murphy,Bartender,Bar,PM,16:00,01:00,8.5,148.36,280.48,428.84,64.33,0,364.51,42.97,40,1848.43,23.2
2026-02-03,EMP-024,Trey Adams,Bartender,Bar,PM,16:00,01:00,7.5,25.16,117.6,142.76,21.41,0,121.35,16.25,29,849.79,16.8
2026-02-03,EMP-029,Jordan Blake,Lead Bartender,Bar,PM,16:00,01:00,8.1,53.24,234.22,287.46,43.12,0,244.34,30.23,37,1624.07,17.7
2026-02-03,EMP-035,Isaac Bell,Barback,Bar,PM,16:00,01:00,7.5,22.04,104.51,126.55,0,55.79,182.34,24.22,21,655.7,19.3
2026-02-03,EMP-039,Paige Ramirez,Server,Bar,PM,16:00,01:00,9.2,71.03,312.3,383.33,0,0,383.33,41.79,55,2106.21,18.2
2026-02-03,EMP-041,Emma Sullivan,Server,Bar,PM,16:00,01:00,7.0,47.3,221.57,268.87,0,0,268.87,38.47,38,1545.22,17.4
2026-02-03,EMP-042,Grace Kelley,Server,Bar,PM,16:00,01:00,9.1,50.44,121.71,172.15,0,0,172.15,18.96,23,800.71,21.5
2026-02-03,EMP-047,Kevin Walsh,Lead Bartender,Bar,PM,16:00,01:00,9.4,103.91,380.59,484.5,72.67,0,411.83,44.0,72,2285.4,21.2
2026-02-03,EMP-049,Ian Doyle,Bartender,Bar,PM,16:00,01:00,8.6,53.59,189.42,243.01,36.45,0,206.56,24.1,26,1042.98,23.3
2026-02-03,EMP-050,Taylor Quinn,Bartender,Bar,PM,16:00,01:00,8.7,54.8,192.65,247.45,37.12,0,210.33,24.12,29,1044.1,23.7
2026-02-04,EMP-009,Tony Garcia,Server,Bar,AM,11:00,17:00,6.2,36.12,73.48,109.6,0,0,109.6,17.74,15,570.85,19.2
2026-02-04,EMP-020,Logan Scott,Bartender,Bar,AM,11:00,17:00,5.6,20.21,93.51,113.72,17.06,0,96.66,17.37,17,538.94,21.1
2026-02-04,EMP-026,Dylan Morales,Bartender,Bar,AM,11:00,17:00,6.3,22.43,95.94,118.37,17.76,0,100.61,16.06,13,528.42,22.4
2026-02-04,EMP-033,Devon Marshall,Barback,Bar,AM,11:00,17:00,5.9,21.63,70.17,91.8,0,87.98,179.78,30.53,11,496.22,18.5
2026-02-04,EMP-034,Jalen Cooper,Barback,Bar,AM,11:00,17:00,6.3,27.58,83.4,110.98,0,219.08,330.06,52.52,13,603.15,18.4
2026-02-04,EMP-037,Lucas Ward,Barback,Bar,AM,11:00,17:00,5.6,10.14,41.23,51.37,0,86.61,137.98,24.52,6,270.37,19.0
2026-02-04,EMP-040,Noah Foster,Server,Bar,AM,11:00,17:00,6.2,27.39,69.15,96.54,0,0,96.54,15.46,13,432.91,22.3
2026-02-04,EMP-041,Emma Sullivan,Server,Bar,AM,11:00,17:00,6.0,26.96,140.33,167.29,0,0,167.29,28.02,30,808.16,20.7
2026-02-04,EMP-001,Sofia Martinez,Bartender,Bar,PM,16:00,01:00,5.7,116.0,258.25,374.25,56.14,0,318.11,55.65,62,2188.62,17.1
2026-02-04,EMP-005,Tyler Brooks,Lead Bartender,Bar,PM,16:00,01:00,8.6,131.06,285.5,416.56,62.48,0,354.08,41.1,48,1983.61,21.0
2026-02-04,EMP-006,Ryan Okafor,Barback,Bar,PM,16:00,01:00,8.5,46.27,137.26,183.53,0,202.71,386.24,45.2,35,976.22,18.8
2026-02-04,EMP-016,Drew Collins,Bartender,Bar,PM,16:00,01:00,6.3,63.98,160.07,224.05,33.61,0,190.44,30.24,30,1391.59,16.1
2026-02-04,EMP-017,Megan Russo,Bartender,Bar,PM,16:00,01:00,8.0,88.81,227.1,315.91,47.39,0,268.52,33.54,52,1469.34,21.5
2026-02-04,EMP-018,Cole Jenkins,Bartender,Bar,PM,16:00,01:00,6.2,121.36,294.49,415.85,62.38,0,353.47,57.31,52,2260.03,18.4
2026-02-04,EMP-020,Logan Scott,Bartender,Bar,PM,16:00,01:00,9.5,83.83,217.57,301.4,45.21,0,256.19,27.02,43,1299.13,23.2
2026-02-04,EMP-025,Maddie Turner,Bartender,Bar,PM,16:00,01:00,6.0,97.49,210.84,308.33,46.25,0,262.08,43.5,43,1489.52,20.7
2026-02-04,EMP-027,Lexi Harper,Bartender,Bar,PM,16:00,01:00,6.5,27.46,154.29,181.75,27.26,0,154.49,23.68,26,1108.22,16.4
2026-02-04,EMP-029,Jordan Blake,Lead Bartender,Bar,PM,16:00,01:00,7.2,97.56,284.83,382.39,57.36,0,325.03,45.35,65,1874.44,20.4
2026-02-04,EMP-032,Olivia Price,Lead Bartender,Bar,PM,16:00,01:00,8.1,118.27,248.37,366.64,55.0,0,311.64,38.24,38,1762.7,20.8
2026-02-04,EMP-033,Devon Marshall,Barback,Bar,PM,16:00,01:00,6.0,65.99,146.71,212.7,0,89.95,302.65,50.69,43,1372.29,15.5
2026-02-04,EMP-035,Isaac Bell,Barback,Bar,PM,16:00,01:00,6.7,42.11,94.41,136.52,0,236.62,373.14,55.85,23,780.13,17.5
2026-02-04,EMP-036,Mason Perry,Barback,Bar,PM,16:00,01:00,9.1,89.55,190.14,279.69,0,68.02,347.71,38.09,40,1528.38,18.3
2026-02-04,EMP-039,Paige Ramirez,Server,Bar,PM,16:00,01:00,6.4,108.5,313.43,421.93,0,0,421.93,65.67,83,2293.1,18.4
2026-02-04,EMP-040,Noah Foster,Server,Bar,PM,16:00,01:00,6.7,45.61,179.87,225.48,0,0,225.48,33.84,44,1218.8,18.5
2026-02-04,EMP-043,Liam Hayes,Server,Bar,PM,16:00,01:00,8.2,58.13,163.35,221.48,0,0,221.48,27.16,28,1171.87,18.9
2026-02-04,EMP-048,Rachel Ellis,Lead Bartender,Bar,PM,16:00,01:00,6.2,135.15,322.01,457.16,68.57,0,388.59,62.36,55,1928.94,23.7
2026-02-04,EMP-004,Jake Patterson,Bartender,Bar,Late,20:00,02:00,5.7,41.72,114.66,156.38,23.46,0,132.92,23.18,22,903.93,17.3
2026-02-04,EMP-008,Aisha Williams,Server,Bar,Late,20:00,02:00,6.9,36.06,161.76,197.82,0,0,197.82,28.53,18,920.08,21.5
2026-02-04,EMP-009,Tony Garcia,Server,Bar,Late,20:00,02:00,6.0,49.7,117.26,166.96,0,0,166.96,28.05,30,1018.03,16.4
2026-02-04,EMP-020,Logan Scott,Bartender,Bar,Late,20:00,02:00,8.3,48.74,113.58,162.32,24.35,0,137.97,16.62,22,762.08,21.3
2026-02-04,EMP-027,Lexi Harper,Bartender,Bar,Late,20:00,02:00,6.1,33.99,158.99,192.98,28.95,0,164.03,26.77,31,846.41,22.8
2026-02-04,EMP-029,Jordan Blake,Lead Bartender,Bar,Late,20:00,02:00,5.7,76.59,207.76,284.35,42.65,0,241.7,42.39,43,1347.65,21.1
2026-02-04,EMP-035,Isaac Bell,Barback,Bar,Late,20:00,02:00,8.1,22.11,70.55,92.66,0,50.03,142.69,17.59,19,541.88,17.1
2026-02-04,EMP-039,Paige Ramirez,Server,Bar,Late,20:00,02:00,6.3,102.71,267.65,370.36,0,0,370.36,58.53,59,1569.31,23.6
2026-02-04,EMP-040,Noah Foster,Server,Bar,Late,20:00,02:00,7.7,42.24,151.04,193.28,0,0,193.28,24.97,22,976.16,19.8
2026-02-04,EMP-041,Emma Sullivan,Server,Bar,Late,20:00,02:00,6.4,41.69,223.63,265.32,0,0,265.32,41.54,36,1173.99,22.6
2026-02-04,EMP-046,Terrence Boyd,Doorman,Bar,Late,20:00,02:00,6.1,42.45,86.74,129.19,0,0,129.19,21.31,14,592.6,21.8
2026-02-04,EMP-047,Kevin Walsh,Lead Bartender,Bar,Late,20:00,02:00,7.1,69.69,267.55,337.24,50.59,0,286.65,40.54,54,1512.28,22.3
2026-02-05,EMP-016,Drew Collins,Bartender,Bar,AM,11:00,17:00,6.0,21.74,97.56,119.3,17.89,0,101.41,16.82,13,507.65,23.5
2026-02-05,EMP-021,Zoe Henderson,Bartender,Bar,AM,11:00,17:00,6.2,23.71,79.42,103.13,15.47,0,87.66,14.07,11,539.94,19.1
2026-02-05,EMP-029,Jordan Blake,Lead Bartender,Bar,AM,11:00,17:00,6.5,36.99,101.3,138.29,20.74,0,117.55,18.17,19,808.74,17.1
2026-02-05,EMP-033,Devon Marshall,Barback,Bar,AM,11:00,17:00,6.4,32.5,112.91,145.41,0,90.18,235.59,37.04,18,738.14,19.7
2026-02-05,EMP-035,Isaac Bell,Barback,Bar,AM,11:00,17:00,6.2,11.56,61.44,73.0,0,150.78,223.78,36.26,9,398.89,18.3
2026-02-05,EMP-038,Brandon Long,Barback,Bar,AM,11:00,17:00,6.0,31.73,87.33,119.06,0,199.57,318.63,53.28,14,650.6,18.3
2026-02-05,EMP-039,Paige Ramirez,Server,Bar,AM,11:00,17:00,6.3,42.76,90.48,133.24,0,0,133.24,21.12,19,822.45,16.2
2026-02-05,EMP-040,Noah Foster,Server,Bar,AM,11:00,17:00,5.7,15.9,71.38,87.28,0,0,87.28,15.42,11,484.89,18.0
2026-02-05,EMP-042,Grace Kelley,Server,Bar,AM,11:00,17:00,5.5,13.98,65.25,79.23,0,0,79.23,14.32,10,471.6,16.8
2026-02-05,EMP-002,Marcus Rivera,Bartender,Bar,PM,16:00,01:00,8.7,53.63,271.97,325.6,48.84,0,276.76,31.83,44,1528.62,21.3
2026-02-05,EMP-005,Tyler Brooks,Lead Bartender,Bar,PM,16:00,01:00,5.6,69.87,290.65,360.52,54.08,0,306.44,55.2,36,1716.74,21.0
2026-02-05,EMP-019,Hailey Nguyen,Bartender,Bar,PM,16:00,01:00,8.2,41.03,124.92,165.95,24.89,0,141.06,17.14,27,953.73,17.4
2026-02-05,EMP-022,Nate Fitzgerald,Bartender,Bar,PM,16:00,01:00,6.5,81.66,174.29,255.95,38.39,0,217.56,33.37,40,1179.49,21.7
2026-02-05,EMP-023,Kayla Murphy,Bartender,Bar,PM,16:00,01:00,9.2,84.06,249.65,333.71,50.06,0,283.65,30.73,39,1566.7,21.3
2026-02-05,EMP-024,Trey Adams,Bartender,Bar,PM,16:00,01:00,6.8,53.14,104.84,157.98,23.7,0,134.28,19.83,23,902.72,17.5
2026-02-05,EMP-027,Lexi Harper,Bartender,Bar,PM,16:00,01:00,6.4,39.74,89.99,129.73,19.46,0,110.27,17.36,15,686.4,18.9
2026-02-05,EMP-032,Olivia Price,Lead Bartender,Bar,PM,16:00,01:00,7.3,111.52,382.42,493.94,74.09,0,419.85,57.65,48,2363.37,20.9
2026-02-05,EMP-035,Isaac Bell,Barback,Bar,PM,16:00,01:00,9.3,54.56,131.38,185.94,0,232.27,418.21,45.07,23,1050.49,17.7
2026-02-05,EMP-036,Mason Perry,Barback,Bar,PM,16:00,01:00,7.3,65.16,144.01,209.17,0,152.78,361.95,49.7,22,1072.67,19.5
2026-02-05,EMP-037,Lucas Ward,Barback,Bar,PM,16:00,01:00,7.7,25.7,93.3,119.0,0,204.72,323.72,42.31,16,777.75,15.3
2026-02-05,EMP-039,Paige Ramirez,Server,Bar,PM,16:00,01:00,8.3,116.79,412.4,529.19,0,0,529.19,63.67,49,2383.74,22.2
2026-02-05,EMP-042,Grace Kelley,Server,Bar,PM,16:00,01:00,6.8,21.94,92.86,114.8,0,0,114.8,16.82,17,699.99,16.4
2026-02-05,EMP-047,Kevin Walsh,Lead Bartender,Bar,PM,16:00,01:00,7.1,133.59,251.82,385.41,57.81,0,327.6,46.45,47,1976.44,19.5
2026-02-05,EMP-005,Tyler Brooks,Lead Bartender,Bar,Late,20:00,02:00,5.9,107.39,215.39,322.78,48.42,0,274.36,46.31,39,1754.23,18.4
2026-02-05,EMP-013,Darius Washington,Doorman,Bar,Late,20:00,02:00,8.7,92.46,195.4,287.86,0,0,287.86,33.13,28,1214.6,23.7
2026-02-05,EMP-021,Zoe Henderson,Bartender,Bar,Late,20:00,02:00,7.9,76.62,188.44,265.06,39.76,0,225.3,28.57,25,1123.13,23.6
2026-02-05,EMP-023,Kayla Murphy,Bartender,Bar,Late,20:00,02:00,8.1,63.53,144.18,207.71,31.16,0,176.55,21.84,26,1200.62,17.3
2026-02-05,EMP-024,Trey Adams,Bartender,Bar,Late,20:00,02:00,8.7,23.68,121.13,144.81,21.72,0,123.09,14.15,12,635.14,22.8
2026-02-05,EMP-027,Lexi Harper,Bartender,Bar,Late,20:00,02:00,5.9,31.21,78.76,109.97,16.5,0,93.47,15.86,19,552.63,19.9
2026-02-05,EMP-029,Jordan Blake,Lead Bartender,Bar,Late,20:00,02:00,9.1,59.88,204.2,264.08,39.61,0,224.47,24.67,41,1347.34,19.6
2026-02-05,EMP-033,Devon Marshall,Barback,Bar,Late,20:00,02:00,5.5,34.23,135.19,169.42,0,137.22,306.64,55.56,22,1052.27,16.1
2026-02-05,EMP-035,Isaac Bell,Barback,Bar,Late,20:00,02:00,9.0,36.29,89.31,125.6,0,160.33,285.93,31.73,25,747.64,16.8
2026-02-05,EMP-039,Paige Ramirez,Server,Bar,Late,20:00,02:00,6.6,95.94,190.52,286.46,0,0,286.46,43.71,67,1725.65,16.6
2026-02-05,EMP-042,Grace Kelley,Server,Bar,Late,20:00,02:00,7.1,40.86,129.63,170.49,0,0,170.49,23.94,18,731.7,23.3
2026-02-05,EMP-047,Kevin Walsh,Lead Bartender,Bar,Late,20:00,02:00,8.4,66.37,201.32,267.69,40.15,0,227.54,26.98,38,1358.83,19.7
2026-02-06,EMP-010,Katie Brown,Server,Bar,AM,11:00,17:00,5.9,32.84,117.73,150.57,0,0,150.57,25.32,12,638.02,23.6
2026-02-06,EMP-021,Zoe Henderson,Bartender,Bar,AM,11:00,17:00,6.0,47.29,91.21,138.5,20.77,0,117.73,19.66,24,728.97,19.0
2026-02-06,EMP-024,Trey Adams,Bartender,Bar,AM,11:00,17:00,6.0,27.99,70.15,98.14,14.72,0,83.42,14.01,9,412.35,23.8
2026-02-06,EMP-033,Devon Marshall,Barback,Bar,AM,11:00,17:00,5.7,38.67,137.66,176.33,0,217.09,393.42,69.34,27,1049.59,16.8
2026-02-06,EMP-038,Brandon Long,Barback,Bar,AM,11:00,17:00,6.0,47.25,139.77,187.02,0,146.42,333.44,55.42,24,969.04,19.3
2026-02-06,EMP-041,Emma Sullivan,Server,Bar,AM,11:00,17:00,5.6,53.86,118.44,172.3,0,0,172.3,30.89,28,973.47,17.7
2026-02-06,EMP-047,Kevin Walsh,Lead Bartender,Bar,AM,11:00,17:00,6.3,62.14,182.28,244.42,36.66,0,207.76,32.92,40,1228.23,19.9
2026-02-06,EMP-048,Rachel Ellis,Lead Bartender,Bar,AM,11:00,17:00,5.5,62.39,133.93,196.32,29.45,0,166.87,30.22,23,953.03,20.6
2026-02-06,EMP-050,Taylor Quinn,Bartender,Bar,AM,11:00,17:00,5.6,18.7,99.4,118.1,17.71,0,100.39,18.07,16,678.71,17.4
2026-02-06,EMP-002,Marcus Rivera,Bartender,Bar,PM,16:00,01:00,8.1,98.29,279.5,377.79,56.67,0,321.12,39.42,45,2262.23,16.7
2026-02-06,EMP-004,Jake Patterson,Bartender,Bar,PM,16:00,01:00,7.9,129.23,282.82,412.05,61.81,0,350.24,44.32,43,1823.23,22.6
2026-02-06,EMP-005,Tyler Brooks,Lead Bartender,Bar,PM,16:00,01:00,6.9,184.43,422.18,606.61,90.99,0,515.62,75.05,84,2930.46,20.7
2026-02-06,EMP-006,Ryan Okafor,Barback,Bar,PM,16:00,01:00,8.9,93.03,197.61,290.64,0,69.26,359.9,40.26,46,1699.63,17.1
2026-02-06,EMP-009,Tony Garcia,Server,Bar,PM,16:00,01:00,7.5,107.77,224.92,332.69,0,0,332.69,44.28,41,1671.83,19.9
2026-02-06,EMP-019,Hailey Nguyen,Bartender,Bar,PM,16:00,01:00,7.6,60.01,252.42,312.43,46.86,0,265.57,34.86,40,1394.76,22.4
2026-02-06,EMP-024,Trey Adams,Bartender,Bar,PM,16:00,01:00,7.4,61.58,148.33,209.91,31.49,0,178.42,24.08,19,916.63,22.9
2026-02-06,EMP-025,Maddie Turner,Bartender,Bar,PM,16:00,01:00,8.3,129.16,266.52,395.68,59.35,0,336.33,40.34,76,1920.79,20.6
2026-02-06,EMP-028,Caleb Stewart,Bartender,Bar,PM,16:00,01:00,6.1,81.69,374.69,456.38,68.46,0,387.92,63.39,71,2535.45,18.0
2026-02-06,EMP-029,Jordan Blake,Lead Bartender,Bar,PM,16:00,01:00,8.2,117.07,488.73,605.8,90.87,0,514.93,62.63,84,3138.87,19.3
2026-02-06,EMP-030,Samantha Reed,Lead Bartender,Bar,PM,16:00,01:00,6.5,104.2,394.6,498.8,74.82,0,423.98,65.08,61,2653.17,18.8
2026-02-06,EMP-035,Isaac Bell,Barback,Bar,PM,16:00,01:00,6.1,62.02,157.68,219.7,0,160.12,379.82,61.79,30,1292.33,17.0
2026-02-06,EMP-038,Brandon Long,Barback,Bar,PM,16:00,01:00,5.5,54.82,277.74,332.56,0,137.08,469.64,85.06,79,2118.19,15.7
2026-02-06,EMP-039,Paige Ramirez,Server,Bar,PM,16:00,01:00,5.7,139.2,473.45,612.65,0,0,612.65,108.41,67,2563.37,23.9
2026-02-06,EMP-048,Rachel Ellis,Lead Bartender,Bar,PM,16:00,01:00,8.1,198.94,380.59,579.53,86.93,0,492.6,60.61,79,3166.81,18.3
2026-02-06,EMP-049,Ian Doyle,Bartender,Bar,PM,16:00,01:00,6.2,83.63,155.35,238.98,35.85,0,203.13,32.88,46,1335.07,17.9
2026-02-06,EMP-002,Marcus Rivera,Bartender,Bar,Late,20:00,02:00,7.8,132.52,261.57,394.09,59.11,0,334.98,42.7,66,1799.52,21.9
2026-02-06,EMP-003,Jasmine Chen,Bartender,Bar,Late,20:00,02:00,9.2,124.93,299.0,423.93,63.59,0,360.34,39.34,44,1788.72,23.7
2026-02-06,EMP-004,Jake Patterson,Bartender,Bar,Late,20:00,02:00,7.8,70.72,144.43,215.15,32.27,0,182.88,23.45,41,1114.77,19.3
2026-02-06,EMP-005,Tyler Brooks,Lead Bartender,Bar,Late,20:00,02:00,8.7,121.8,528.23,650.03,97.5,0,552.53,63.42,71,2826.2,23.0
2026-02-06,EMP-017,Megan Russo,Bartender,Bar,Late,20:00,02:00,5.8,92.71,339.27,431.98,64.8,0,367.18,63.63,58,1799.91,24.0
2026-02-06,EMP-018,Cole Jenkins,Bartender,Bar,Late,20:00,02:00,7.6,121.46,282.95,404.41,60.66,0,343.75,45.43,65,1781.53,22.7
2026-02-06,EMP-021,Zoe Henderson,Bartender,Bar,Late,20:00,02:00,7.4,125.4,298.0,423.4,63.51,0,359.89,48.59,37,1824.99,23.2
2026-02-06,EMP-025,Maddie Turner,Bartender,Bar,Late,20:00,02:00,9.0,68.67,160.19,228.86,34.33,0,194.53,21.64,32,1300.33,17.6
2026-02-06,EMP-026,Dylan Morales,Bartender,Bar,Late,20:00,02:00,9.2,64.47,219.25,283.72,42.56,0,241.16,26.27,30,1332.04,21.3
2026-02-06,EMP-028,Caleb Stewart,Bartender,Bar,Late,20:00,02:00,8.0,73.66,358.13,431.79,64.77,0,367.02,45.98,38,1806.65,23.9
2026-02-06,EMP-033,Devon Marshall,Barback,Bar,Late,20:00,02:00,7.8,65.75,192.75,258.5,0,158.15,416.65,53.37,36,1360.5,19.0
2026-02-06,EMP-034,Jalen Cooper,Barback,Bar,Late,20:00,02:00,6.2,87.21,250.83,338.04,0,187.84,525.88,84.83,72,1827.27,18.5
2026-02-06,EMP-035,Isaac Bell,Barback,Bar,Late,20:00,02:00,6.8,43.41,137.26,180.67,0,97.43,278.1,40.89,30,1108.4,16.3
2026-02-06,EMP-038,Brandon Long,Barback,Bar,Late,20:00,02:00,6.3,60.32,276.42,336.74,0,105.93,442.67,69.8,67,1992.55,16.9
2026-02-06,EMP-039,Paige Ramirez,Server,Bar,Late,20:00,02:00,6.4,98.09,225.81,323.9,0,0,323.9,50.5,49,1779.68,18.2
2026-02-06,EMP-040,Noah Foster,Server,Bar,Late,20:00,02:00,9.3,73.21,159.45,232.66,0,0,232.66,24.92,27,1038.66,22.4
2026-02-06,EMP-046,Terrence Boyd,Doorman,Bar,Late,20:00,02:00,7.8,71.97,140.97,212.94,0,0,212.94,27.4,21,990.41,21.5
2026-02-06,EMP-049,Ian Doyle,Bartender,Bar,Late,20:00,02:00,6.9,96.07,225.82,321.89,48.28,0,273.61,39.4,53,1369.73,23.5
2026-02-06,EMP-050,Taylor Quinn,Bartender,Bar,Late,20:00,02:00,9.4,61.02,216.14,277.16,41.57,0,235.59,25.19,45,1345.44,20.6
2026-02-07,EMP-003,Jasmine Chen,Bartender,Bar,AM,11:00,17:00,6.0,70.42,186.79,257.21,38.58,0,218.63,36.51,34,1113.47,23.1
2026-02-07,EMP-010,Katie Brown,Server,Bar,AM,11:00,17:00,6.3,30.74,99.71,130.45,0,0,130.45,20.68,13,618.23,21.1
2026-02-07,EMP-015,Becca Thompson,Bartender,Bar,AM,11:00,17:00,5.7,54.46,129.22,183.68,27.55,0,156.13,27.26,24,1003.69,18.3
2026-02-07,EMP-017,Megan Russo,Bartender,Bar,AM,11:00,17:00,6.4,29.16,156.71,185.87,27.88,0,157.99,24.83,25,897.9,20.7
2026-02-07,EMP-021,Zoe Henderson,Bartender,Bar,AM,11:00,17:00,6.2,47.07,177.22,224.29,33.64,0,190.65,30.61,35,954.44,23.5
2026-02-07,EMP-022,Nate Fitzgerald,Bartender,Bar,AM,11:00,17:00,5.6,54.34,103.29,157.63,23.64,0,133.99,24.08,22,772.71,20.4
2026-02-07,EMP-024,Trey Adams,Bartender,Bar,AM,11:00,17:00,5.7,32.92,81.34,114.26,17.14,0,97.12,17.17,15,494.64,23.1
2026-02-07,EMP-026,Dylan Morales,Bartender,Bar,AM,11:00,17:00,5.6,31.88,114.85,146.73,22.01,0,124.72,22.15,19,905.71,16.2
2026-02-07,EMP-028,Caleb Stewart,Bartender,Bar,AM,11:00,17:00,6.5,46.78,132.43,179.21,26.88,0,152.33,23.53,19,984.66,18.2
2026-02-07,EMP-032,Olivia Price,Lead Bartender,Bar,AM,11:00,17:00,6.1,62.99,193.78,256.77,38.52,0,218.25,35.6,30,1252.52,20.5
2026-02-07,EMP-033,Devon Marshall,Barback,Bar,AM,11:00,17:00,6.0,51.43,134.35,185.78,0,101.96,287.74,47.64,33,1080.1,17.2
2026-02-07,EMP-037,Lucas Ward,Barback,Bar,AM,11:00,17:00,6.3,32.63,61.03,93.66,0,234.42,328.08,51.68,11,541.36,17.3
2026-02-07,EMP-039,Paige Ramirez,Server,Bar,AM,11:00,17:00,5.8,44.32,116.7,161.02,0,0,161.02,27.8,28,1000.13,16.1
2026-02-07,EMP-047,Kevin Walsh,Lead Bartender,Bar,AM,11:00,17:00,5.9,54.38,150.41,204.79,30.72,0,174.07,29.55,36,1131.46,18.1
2026-02-07,EMP-004,Jake Patterson,Bartender,Bar,PM,16:00,01:00,8.7,104.83,229.55,334.38,50.16,0,284.22,32.54,45,1466.6,22.8
2026-02-07,EMP-009,Tony Garcia,Server,Bar,PM,16:00,01:00,6.3,59.86,186.46,246.32,0,0,246.32,39.4,50,1501.96,16.4
2026-02-07,EMP-010,Katie Brown,Server,Bar,PM,16:00,01:00,8.4,110.15,234.22,344.37,0,0,344.37,41.19,51,1923.87,17.9
2026-02-07,EMP-015,Becca Thompson,Bartender,Bar,PM,16:00,01:00,8.7,131.52,554.51,686.03,102.9,0,583.13,67.04,104,3482.39,19.7
2026-02-07,EMP-018,Cole Jenkins,Bartender,Bar,PM,16:00,01:00,5.8,94.65,426.26,520.91,78.14,0,442.77,76.53,65,2976.64,17.5
2026-02-07,EMP-021,Zoe Henderson,Bartender,Bar,PM,16:00,01:00,6.5,113.41,446.69,560.1,84.02,0,476.08,73.29,111,2872.29,19.5
2026-02-07,EMP-022,Nate Fitzgerald,Bartender,Bar,PM,16:00,01:00,7.6,105.96,389.83,495.79,74.37,0,421.42,55.56,76,2503.97,19.8
2026-02-07,EMP-023,Kayla Murphy,Bartender,Bar,PM,16:00,01:00,5.7,181.37,424.54,605.91,90.89,0,515.02,90.85,73,2999.55,20.2
2026-02-07,EMP-024,Trey Adams,Bartender,Bar,PM,16:00,01:00,9.0,53.73,186.76,240.49,36.07,0,204.42,22.83,42,1423.0,16.9
2026-02-07,EMP-026,Dylan Morales,Bartender,Bar,PM,16:00,01:00,6.0,108.89,209.87,318.76,47.81,0,270.95,45.32,44,1979.86,16.1
2026-02-07,EMP-027,Lexi Harper,Bartender,Bar,PM,16:00,01:00,7.0,65.31,131.56,196.87,29.53,0,167.34,23.96,28,1138.0,17.3
2026-02-07,EMP-032,Olivia Price,Lead Bartender,Bar,PM,16:00,01:00,8.3,174.0,399.38,573.38,86.01,0,487.37,58.68,68,3372.83,17.0
2026-02-07,EMP-036,Mason Perry,Barback,Bar,PM,16:00,01:00,8.3,42.14,205.34,247.48,0,147.06,394.54,47.78,43,1576.32,15.7
2026-02-07,EMP-037,Lucas Ward,Barback,Bar,PM,16:00,01:00,6.3,40.77,159.55,200.32,0,105.06,305.38,48.79,26,1199.5,16.7
2026-02-07,EMP-040,Noah Foster,Server,Bar,PM,16:00,01:00,6.7,97.85,181.84,279.69,0,0,279.69,41.85,36,1479.84,18.9
2026-02-07,EMP-041,Emma Sullivan,Server,Bar,PM,16:00,01:00,5.6,179.51,414.43,593.94,0,0,593.94,106.54,62,2675.39,22.2
