Check Num,Opened,Closed,Revenue Center,Server,Item,Menu Group,Qty,Item Price,Net Amount,Tax,Tip,Payment Method
100296,2026-02-04 22:44:00,2026-02-04 23:01:00,Bar,Sofia Martinez,Burger,Food,1,16.00,16.00,7.28,16.40,Discover
100296,2026-02-04 22:44:00,2026-02-04 23:01:00,Bar,Sofia Martinez,Loaded Nachos,Food,2,14.00,28.00,7.28,16.40,Discover
100296,2026-02-04 22:44:00,2026-02-04 23:01:00,Bar,Sofia Martinez,Moscow Mule,Cocktails,1,12.00,12.00,7.28,16.40,Discover
100297,2026-02-04 18:30:00,2026-02-04 19:33:00,Bar,Marcus Rivera,Shot - Fireball,Spirits,3,7.00,21.00,1.96,5.01,Mastercard
100297,2026-02-04 18:30:00,2026-02-04 19:33:00,Bar,Marcus Rivera,White Claw,Beer,1,7.00,7.00,1.96,5.01,Mastercard
100298,2026-02-04 19:25:00,2026-02-04 20:01:00,Bar,Tyler Brooks,Prosecco,Wine,1,11.00,11.00,2.94,9.29,Discover
100298,2026-02-04 19:25:00,2026-02-04 20:01:00,Bar,Tyler Brooks,Fish Tacos,Food,1,15.00,15.00,2.94,9.29,Discover
100298,2026-02-04 19:25:00,2026-02-04 20:01:00,Bar,Tyler Brooks,Shot - Jameson,Spirits,2,8.00,16.00,2.94,9.29,Discover
100299,2026-02-07 19:45:00,2026-02-07 20:29:00,Bar,Tony Garcia,Mozzarella Sticks,Food,2,11.00,22.00,7.00,23.12,Amex
100299,2026-02-07 19:45:00,2026-02-07 20:29:00,Bar,Tony Garcia,Espresso Martini,Cocktails,2,15.00,30.00,7.00,23.12,Amex
100299,2026-02-07 19:45:00,2026-02-07 20:29:00,Bar,Tony Garcia,Pretzel Bites,Food,1,12.00,12.00,7.00,23.12,Amex
100299,2026-02-07 19:45:00,2026-02-07 20:29:00,Bar,Tony Garcia,Shot - Tequila,Spirits,1,9.00,9.00,7.00,23.12,Amex
100299,2026-02-07 19:45:00,2026-02-07 20:29:00,Bar,Tony Garcia,Vodka Soda,Well Drinks,3,9.00,27.00,7.00,23.12,Amex
100300,2026-02-07 21:31:00,2026-02-07 23:27:00,Bar,Jasmine Chen,Fish Tacos,Food,2,15.00,30.00,2.10,7.30,Visa
100301,2026-02-07 14:49:00,2026-02-06 16:07:00,Bar,Marcus Rivera,House Red Wine,Wine,1,12.00,12.00,4.69,16.38,Cash
100301,2026-02-07 14:49:00,2026-02-06 16:07:00,Bar,Marcus Rivera,Rum & Coke,Well Drinks,3,9.00,27.00,4.69,16.38,Cash
100301,2026-02-07 14:49:00,2026-02-06 16:07:00,Bar,Marcus Rivera,Loaded Nachos,Food,2,14.00,28.00,4.69,16.38,Cash
100302,2026-02-07 16:42:00,2026-02-06 17:01:00,Bar,Marcus Rivera,White Claw,Beer,1,7.00,7.00,1.96,6.02,Cash
100302,2026-02-07 16:42:00,2026-02-06 17:01:00,Bar,Marcus Rivera,White Claw,Beer,3,7.00,21.00,1.96,6.02,Cash
100303,2026-02-07 23:09:00,2026-02-07 00:52:00,Bar,Jasmine Chen,Wings Basket,Food,1,15.00,15.00,1.90,4.47,Mastercard
100303,2026-02-07 23:09:00,2026-02-07 00:52:00,Bar,Jasmine Chen,Espresso Martini,Cocktails,1,15.00,12.19,1.90,4.47,Mastercard
100304,2026-02-07 23:36:00,2026-02-07 00:15:00,Bar,Tyler Brooks,House Red Wine,Wine,3,12.00,36.00,6.72,14.48,Discover
100304,2026-02-07 23:36:00,2026-02-07 00:15:00,Bar,Tyler Brooks,Mozzarella Sticks,Food,2,11.00,22.00,6.72,14.48,Discover
100304,2026-02-07 23:36:00,2026-02-07 00:15:00,Bar,Tyler Brooks,Shot - Fireball,Spirits,2,7.00,14.00,6.72,14.48,Discover
100304,2026-02-07 23:36:00,2026-02-07 00:15:00,Bar,Tyler Brooks,IPA Draft,Beer,3,8.00,24.00,6.72,14.48,Discover
100305,2026-02-07 12:27:00,2026-02-06 13:44:00,Bar,Tony Garcia,White Claw,Beer,3,7.00,21.00,6.51,21.65,Cash
100305,2026-02-07 12:27:00,2026-02-06 13:44:00,Bar,Tony Garcia,Espresso Martini,Cocktails,3,15.00,45.00,6.51,21.65,Cash
100305,2026-02-07 12:27:00,2026-02-06 13:44:00,Bar,Tony Garcia,Gin & Tonic,Well Drinks,3,9.00,27.00,6.51,21.65,Cash
100306,2026-02-07 14:52:00,2026-02-06 16:42:00,Bar,Jasmine Chen,Gin & Tonic,Well Drinks,3,9.00,21.22,2.47,6.91,Discover
100306,2026-02-07 14:52:00,2026-02-06 16:42:00,Bar,Jasmine Chen,Loaded Nachos,Food,1,14.00,14.00,2.47,6.91,Discover
100307,2026-02-07 11:55:00,2026-02-06 13:34:00,Bar,Tony Garcia,Rum & Coke,Well Drinks,3,9.00,27.00,6.82,15.84,Cash
100307,2026-02-07 11:55:00,2026-02-06 13:34:00,Bar,Tony Garcia,Old Fashioned,Cocktails,3,14.00,30.46,6.82,15.84,Cash
100307,2026-02-07 11:55:00,2026-02-06 13:34:00,Bar,Tony Garcia,IPA Draft,Beer,2,8.00,16.00,6.82,15.84,Cash
100307,2026-02-07 11:55:00,2026-02-06 13:34:00,Bar,Tony Garcia,House Red Wine,Wine,2,12.00,24.00,6.82,15.84,Cash
100308,2026-02-07 13:30:00,2026-02-06 14:15:00,Bar,Tyler Brooks,Mozzarella Sticks,Food,2,11.00,22.00,3.01,8.55,Visa
100308,2026-02-07 13:30:00,2026-02-06 14:15:00,Bar,Tyler Brooks,Shot - Fireball,Spirits,3,7.00,21.00,3.01,8.55,Visa
100309,2026-02-07 14:05:00,2026-02-06 14:39:00,Bar,Jasmine Chen,Old Fashioned,Cocktails,1,14.00,14.00,6.08,16.16,Discover
100309,2026-02-07 14:05:00,2026-02-06 14:39:00,Bar,Jasmine Chen,Margarita,Cocktails,1,13.00,9.81,6.08,16.16,Discover
100309,2026-02-07 14:05:00,2026-02-06 14:39:00,Bar,Jasmine Chen,Bud Light,Beer,3,6.00,18.00,6.08,16.16,Discover
100309,2026-02-07 14:05:00,2026-02-06 14:39:00,Bar,Jasmine Chen,Espresso Martini,Cocktails,3,15.00,45.00,6.08,16.16,Discover
100310,2026-02-07 20:11:00,2026-02-07 20:46:00,Bar,Tyler Brooks,Old Fashioned,Cocktails,3,14.00,42.00,5.11,17.90,Cash
100310,2026-02-07 20:11:00,2026-02-07 20:46:00,Bar,Tyler Brooks,Shot - Tequila,Spirits,2,9.00,18.00,5.11,17.90,Cash
100310,2026-02-07 20:11:00,2026-02-07 20:46:00,Bar,Tyler Brooks,Margarita,Cocktails,1,13.00,13.00,5.11,17.90,Cash
100311,2026-02-07 17:04:00,2026-02-06 18:12:00,Bar,Tony Garcia,White Claw,Beer,2,7.00,14.00,4.41,12.16,Visa
100311,2026-02-07 17:04:00,2026-02-06 18:12:00,Bar,Tony Garcia,Loaded Nachos,Food,2,14.00,28.00,4.41,12.16,Visa
100311,2026-02-07 17:04:00,2026-02-06 18:12:00,Bar,Tony Garcia,White Claw,Beer,3,7.00,21.00,4.41,12.16,Visa
100312,2026-02-07 17:48:00,2026-02-07 19:19:00,Bar,Sofia Martinez,Bud Light,Beer,3,6.00,15.25,1.07,2.32,Cash
100313,2026-02-07 15:39:00,2026-02-06 15:56:00,Bar,Marcus Rivera,Burger,Food,2,16.00,32.00,4.62,16.04,Amex
100313,2026-02-07 15:39:00,2026-02-06 15:56:00,Bar,Marcus Rivera,Bud Light,Beer,3,6.00,18.00,4.62,16.04,Amex
100313,2026-02-07 15:39:00,2026-02-06 15:56:00,Bar,Marcus Rivera,IPA Draft,Beer,2,8.00,16.00,4.62,16.04,Amex
100314,2026-02-07 14:15:00,2026-02-06 14:33:00,Bar,Marcus Rivera,Fish Tacos,Food,2,15.00,30.00,6.09,18.83,Mastercard
100314,2026-02-07 14:15:00,2026-02-06 14:33:00,Bar,Marcus Rivera,Shot - Jameson,Spirits,3,8.00,24.00,6.09,18.83,Mastercard
100314,2026-02-07 14:15:00,2026-02-06 14:33:00,Bar,Marcus Rivera,Prosecco,Wine,3,11.00,33.00,6.09,18.83,Mastercard
100315,2026-02-07 21:54:00,2026-02-07 22:26:00,Bar,Jake Patterson,Burger,Food,1,16.00,16.00,8.75,28.57,Mastercard
100315,2026-02-07 21:54:00,2026-02-07 22:26:00,Bar,Jake Patterson,Old Fashioned,Cocktails,3,14.00,42.00,8.75,28.57,Mastercard
100315,2026-02-07 21:54:00,2026-02-07 22:26:00,Bar,Jake Patterson,Prosecco,Wine,2,11.00,22.00,8.75,28.57,Mastercard
100315,2026-02-07 21:54:00,2026-02-07 22:26:00,Bar,Jake Patterson,Fish Tacos,Food,3,15.00,45.00,8.75,28.57,Mastercard
100316,2026-02-07 15:49:00,2026-02-06 16:07:00,Bar,Aisha Williams,Burger,Food,2,16.00,32.00,2.24,5.26,Mastercard
100317,2026-02-07 18:35:00,2026-02-07 19:51:00,Bar,Jake Patterson,Shot - Jameson,Spirits,3,8.00,24.00,5.95,21.11,Discover
100317,2026-02-07 18:35:00,2026-02-07 19:51:00,Bar,Jake Patterson,Long Island,Cocktails,3,14.00,42.00,5.95,21.11,Discover
100317,2026-02-07 18:35:00,2026-02-07 19:51:00,Bar,Jake Patterson,Pretzel Bites,Food,2,12.00,19.00,5.95,21.11,Discover
100318,2026-02-07 22:33:00,2026-02-07 23:02:00,Bar,Jasmine Chen,Pretzel Bites,Food,2,12.00,24.00,7.98,17.97,Visa
100318,2026-02-07 22:33:00,2026-02-07 23:02:00,Bar,Jasmine Chen,White Claw,Beer,3,7.00,21.00,7.98,17.97,Visa
100318,2026-02-07 22:33:00,2026-02-07 23:02:00,Bar,Jasmine Chen,Pretzel Bites,Food,3,12.00,36.00,7.98,17.97,Visa
100318,2026-02-07 22:33:00,2026-02-07 23:02:00,Bar,Jasmine Chen,White Claw,Beer,3,7.00,21.00,7.98,17.97,Visa
100318,2026-02-07 22:33:00,2026-02-07 23:02:00,Bar,Jasmine Chen,Bud Light,Beer,2,6.00,12.00,7.98,17.97,Visa
100319,2026-02-07 18:38:00,2026-02-07 19:36:00,Bar,Marcus Rivera,Loaded Nachos,Food,1,14.00,14.00,1.82,4.84,Amex
100319,2026-02-07 18:38:00,2026-02-07 19:36:00,Bar,Marcus Rivera,House Red Wine,Wine,1,12.00,12.00,1.82,4.84,Amex
100320,2026-02-07 23:08:00,2026-02-07 23:39:00,Bar,Katie Brown,Vodka Soda,Well Drinks,2,9.00,18.00,2.61,6.45,Visa
100320,2026-02-07 23:08:00,2026-02-07 23:39:00,Bar,Katie Brown,Prosecco,Wine,2,11.00,19.25,2.61,6.45,Visa
100321,2026-02-07 21:18:00,2026-02-07 23:05:00,Bar,Jasmine Chen,House Red Wine,Wine,1,12.00,12.00,4.69,13.57,Visa
100321,2026-02-07 21:18:00,2026-02-07 23:05:00,Bar,Jasmine Chen,Margarita,Cocktails,2,13.00,26.00,4.69,13.57,Visa
100321,2026-02-07 21:18:00,2026-02-07 23:05:00,Bar,Jasmine Chen,Rum & Coke,Well Drinks,2,9.00,18.00,4.69,13.57,Visa
100321,2026-02-07 21:18:00,2026-02-07 23:05:00,Bar,Jasmine Chen,Mozzarella Sticks,Food,1,11.00,11.00,4.69,13.57,Visa
100322,2026-02-07 17:12:00,2026-02-06 18:44:00,Bar,Jasmine Chen,Shot - Tequila,Spirits,1,9.00,9.00,4.83,16.47,Cash
100322,2026-02-07 17:12:00,2026-02-06 18:44:00,Bar,Jasmine Chen,Prosecco,Wine,2,11.00,22.00,4.83,16.47,Cash
100322,2026-02-07 17:12:00,2026-02-06 18:44:00,Bar,Jasmine Chen,Long Island,Cocktails,1,14.00,14.00,4.83,16.47,Cash
100322,2026-02-07 17:12:00,2026-02-06 18:44:00,Bar,Jasmine Chen,Pretzel Bites,Food,2,12.00,24.00,4.83,16.47,Cash
100323,2026-02-07 20:00:00,2026-02-07 21:12:00,Bar,Tony Garcia,House Red Wine,Wine,2,12.00,21.56,4.59,9.86,Visa
100323,2026-02-07 20:00:00,2026-02-07 21:12:00,Bar,Tony Garcia,Guinness Draft,Beer,2,8.50,17.00,4.59,9.86,Visa
100323,2026-02-07 20:00:00,2026-02-07 21:12:00,Bar,Tony Garcia,Fish Tacos,Food,1,15.00,15.00,4.59,9.86,Visa
100323,2026-02-07 20:00:00,2026-02-07 21:12:00,Bar,Tony Garcia,Bud Light,Beer,2,6.00,12.00,4.59,9.86,Visa
100324,2026-02-07 18:50:00,2026-02-07 20:27:00,Bar,Katie Brown,Bud Light,Beer,3,6.00,18.00,7.63,18.27,Mastercard
100324,2026-02-07 18:50:00,2026-02-07 20:27:00,Bar,Katie Brown,Moscow Mule,Cocktails,1,12.00,12.00,7.63,18.27,Mastercard
100324,2026-02-07 18:50:00,2026-02-07 20:27:00,Bar,Katie Brown,Fish Tacos,Food,3,15.00,45.00,7.63,18.27,Mastercard
100324,2026-02-07 18:50:00,2026-02-07 20:27:00,Bar,Katie Brown,Shot - Fireball,Spirits,1,7.00,7.00,7.63,18.27,Mastercard
100324,2026-02-07 18:50:00,2026-02-07 20:27:00,Bar,Katie Brown,Gin & Tonic,Well Drinks,3,9.00,27.00,7.63,18.27,Mastercard
100325,2026-02-07 17:16:00,2026-02-06 18:55:00,Bar,Tony Garcia,Rum & Coke,Well Drinks,1,9.00,9.00,2.87,7.55,Cash
100325,2026-02-07 17:16:00,2026-02-06 18:55:00,Bar,Tony Garcia,IPA Draft,Beer,3,8.00,24.00,2.87,7.55,Cash
100325,2026-02-07 17:16:00,2026-02-06 18:55:00,Bar,Tony Garcia,Vodka Soda,Well Drinks,1,9.00,7.99,2.87,7.55,Cash
100326,2026-02-07 16:57:00,2026-02-06 17:54:00,Bar,Marcus Rivera,Moscow Mule,Cocktails,2,12.00,24.00,1.68,5.11,Discover
100327,2026-02-07 15:48:00,2026-02-06 16:06:00,Bar,Jake Patterson,Wings Basket,Food,2,15.00,30.00,2.10,6.87,Mastercard
100328,2026-02-07 22:17:00,2026-02-07 23:43:00,Bar,Jasmine Chen,Margarita,Cocktails,1,13.00,13.00,0.91,3.16,Cash
100329,2026-02-07 11:53:00,2026-02-06 13:31:00,Bar,Jasmine Chen,Shot - Jameson,Spirits,2,8.00,16.00,1.68,3.95,Mastercard
100329,2026-02-07 11:53:00,2026-02-06 13:31:00,Bar,Jasmine Chen,IPA Draft,Beer,1,8.00,8.00,1.68,3.95,Mastercard
100330,2026-02-07 21:52:00,2026-02-07 23:09:00,Bar,Tony Garcia,Wings Basket,Food,3,15.00,45.00,6.72,19.45,Visa
100330,2026-02-07 21:52:00,2026-02-07 23:09:00,Bar,Tony Garcia,Vodka Soda,Well Drinks,2,9.00,18.00,6.72,19.45,Visa
100330,2026-02-07 21:52:00,2026-02-07 23:09:00,Bar,Tony Garcia,Prosecco,Wine,3,11.00,33.00,6.72,19.45,Visa
100331,2026-02-07 22:06:00,2026-02-07 23:47:00,Bar,Jake Patterson,Moscow Mule,Cocktails,1,12.00,12.00,4.48,14.16,Mastercard
100331,2026-02-07 22:06:00,2026-02-07 23:47:00,Bar,Jake Patterson,Rum & Coke,Well Drinks,2,9.00,18.00,4.48,14.16,Mastercard
100331,2026-02-07 22:06:00,2026-02-07 23:47:00,Bar,Jake Patterson,Rum & Coke,Well Drinks,2,9.00,18.00,4.48,14.16,Mastercard
100331,2026-02-07 22:06:00,2026-02-07 23:47:00,Bar,Jake Patterson,Burger,Food,1,16.00,16.00,4.48,14.16,Mastercard
100332,2026-02-07 16:35:00,2026-02-06 17:55:00,Bar,Jake Patterson,Loaded Nachos,Food,3,14.00,42.00,3.36,7.82,Discover
100332,2026-02-07 16:35:00,2026-02-06 17:55:00,Bar,Jake Patterson,Bud Light,Beer,1,6.00,6.00,3.36,7.82,Discover
100333,2026-02-07 12:56:00,2026-02-06 14:50:00,Bar,Jake Patterson,Old Fashioned,Cocktails,3,14.00,42.00,3.50,10.72,Visa
100333,2026-02-07 12:56:00,2026-02-06 14:50:00,Bar,Jake Patterson,Shot - Jameson,Spirits,1,8.00,8.00,3.50,10.72,Visa
100334,2026-02-07 18:07:00,2026-02-06 18:43:00,Bar,Aisha Williams,Vodka Soda,Well Drinks,2,9.00,18.00,5.32,17.32,Cash
100334,2026-02-07 18:07:00,2026-02-06 18:43:00,Bar,Aisha Williams,Old Fashioned,Cocktails,2,14.00,28.00,5.32,17.32,Cash
100334,2026-02-07 18:07:00,2026-02-06 18:43:00,Bar,Aisha Williams,IPA Draft,Beer,2,8.00,16.00,5.32,17.32,Cash
100334,2026-02-07 18:07:00,2026-02-06 18:43:00,Bar,Aisha Williams,Long Island,Cocktails,1,14.00,14.00,5.32,17.32,Cash
100335,2026-02-07 14:31:00,2026-02-06 15:47:00,Bar,Sofia Martinez,House Red Wine,Wine,2,12.00,17.14,1.20,3.77,Amex
100336,2026-02-07 11:52:00,2026-02-06 13:49:00,Bar,Sofia Martinez,White Claw,Beer,3,7.00,21.00,6.74,15.93,Mastercard
100336,2026-02-07 11:52:00,2026-02-06 13:49:00,Bar,Sofia Martinez,Espresso Martini,Cocktails,3,15.00,45.00,6.74,15.93,Mastercard
100336,2026-02-07 11:52:00,2026-02-06 13:49:00,Bar,Sofia Martinez,Shot - Tequila,Spirits,1,9.00,9.00,6.74,15.93,Mastercard
100336,2026-02-07 11:52:00,2026-02-06 13:49:00,Bar,Sofia Martinez,Margarita,Cocktails,2,13.00,21.30,6.74,15.93,Mastercard
100337,2026-02-07 13:25:00,2026-02-06 13:42:00,Bar,Jasmine Chen,Shot - Jameson,Spirits,3,8.00,24.00,2.52,5.52,Discover
100337,2026-02-07 13:25:00,2026-02-06 13:42:00,Bar,Jasmine Chen,Moscow Mule,Cocktails,1,12.00,12.00,2.52,5.52,Discover
100338,2026-02-07 22:37:00,2026-02-07 22:57:00,Bar,Tyler Brooks,Gin & Tonic,Well Drinks,1,9.00,9.00,3.64,9.40,Amex
100338,2026-02-07 22:37:00,2026-02-07 22:57:00,Bar,Tyler Brooks,Prosecco,Wine,1,11.00,11.00,3.64,9.40,Amex
100338,2026-02-07 22:37:00,2026-02-07 22:57:00,Bar,Tyler Brooks,Burger,Food,2,16.00,32.00,3.64,9.40,Amex
100339,2026-02-07 23:43:00,2026-02-07 00:58:00,Bar,Tyler Brooks,Fish Tacos,Food,3,15.00,45.00,7.98,17.48,Discover
100339,2026-02-07 23:43:00,2026-02-07 00:58:00,Bar,Tyler Brooks,Old Fashioned,Cocktails,3,14.00,42.00,7.98,17.48,Discover
100339,2026-02-07 23:43:00,2026-02-07 00:58:00,Bar,Tyler Brooks,Rum & Coke,Well Drinks,3,9.00,27.00,7.98,17.48,Discover
100340,2026-02-07 15:30:00,2026-02-06 16:16:00,Bar,Tyler Brooks,Bud Light,Beer,1,6.00,6.00,0.42,1.25,Discover
100341,2026-02-07 14:43:00,2026-02-06 15:36:00,Bar,Jake Patterson,Long Island,Cocktails,1,14.00,14.00,4.41,11.63,Visa
100341,2026-02-07 14:43:00,2026-02-06 15:36:00,Bar,Jake Patterson,Old Fashioned,Cocktails,3,14.00,42.00,4.41,11.63,Visa
100341,2026-02-07 14:43:00,2026-02-06 15:36:00,Bar,Jake Patterson,White Claw,Beer,1,7.00,7.00,4.41,11.63,Visa
100342,2026-02-07 19:34:00,2026-02-07 21:02:00,Bar,Jasmine Chen,Wings Basket,Food,1,15.00,15.00,2.03,4.83,Visa
100342,2026-02-07 19:34:00,2026-02-07 21:02:00,Bar,Jasmine Chen,Long Island,Cocktails,1,14.00,14.00,2.03,4.83,Visa
100343,2026-02-07 19:23:00,2026-02-07 20:17:00,Bar,Tony Garcia,Moscow Mule,Cocktails,1,12.00,12.00,6.16,18.90,Discover
100343,2026-02-07 19:23:00,2026-02-07 20:17:00,Bar,Tony Garcia,IPA Draft,Beer,2,8.00,16.00,6.16,18.90,Discover
100343,2026-02-07 19:23:00,2026-02-07 20:17:00,Bar,Tony Garcia,Shot - Jameson,Spirits,3,8.00,24.00,6.16,18.90,Discover
100343,2026-02-07 19:23:00,2026-02-07 20:17:00,Bar,Tony Garcia,Pretzel Bites,Food,3,12.00,36.00,6.16,18.90,Discover
100344,2026-02-07 11:24:00,2026-02-06 12:55:00,Bar,Jasmine Chen,Espresso Martini,Cocktails,2,15.00,30.00,7.49,24.98,Mastercard
100344,2026-02-07 11:24:00,2026-02-06 12:55:00,Bar,Jasmine Chen,Shot - Jameson,Spirits,3,8.00,24.00,7.49,24.98,Mastercard
100344,2026-02-07 11:24:00,2026-02-06 12:55:00,Bar,Jasmine Chen,Vodka Soda,Well Drinks,3,9.00,27.00,7.49,24.98,Mastercard
100344,2026-02-07 11:24:00,2026-02-06 12:55:00,Bar,Jasmine Chen,Shot - Jameson,Spirits,1,8.00,8.00,7.49,24.98,Mastercard
100344,2026-02-07 11:24:00,2026-02-06 12:55:00,Bar,Jasmine Chen,Shot - Tequila,Spirits,2,9.00,18.00,7.49,24.98,Mastercard
100345,2026-02-07 11:32:00,2026-02-06 13:04:00,Bar,Marcus Rivera,Long Island,Cocktails,3,14.00,42.00,2.94,8.25,Discover
100346,2026-02-07 18:10:00,2026-02-07 19:43:00,Bar,Aisha Williams,IPA Draft,Beer,3,8.00,24.00,5.53,15.28,Visa
100346,2026-02-07 18:10:00,2026-02-07 19:43:00,Bar,Aisha Williams,Margarita,Cocktails,2,13.00,26.00,5.53,15.28,Visa
100346,2026-02-07 18:10:00,2026-02-07 19:43:00,Bar,Aisha Williams,Gin & Tonic,Well Drinks,1,9.00,9.00,5.53,15.28,Visa
100346,2026-02-07 18:10:00,2026-02-07 19:43:00,Bar,Aisha Williams,Mozzarella Sticks,Food,1,11.00,11.00,5.53,15.28,Visa
100346,2026-02-07 18:10:00,2026-02-07 19:43:00,Bar,Aisha Williams,Rum & Coke,Well Drinks,1,9.00,9.00,5.53,15.28,Visa
100347,2026-02-07 18:47:00,2026-02-07 19:41:00,Bar,Jake Patterson,Espresso Martini,Cocktails,1,15.00,15.00,3.29,7.81,Amex
100347,2026-02-07 18:47:00,2026-02-07 19:41:00,Bar,Jake Patterson,Burger,Food,2,16.00,32.00,3.29,7.81,Amex
100348,2026-02-07 18:25:00,2026-02-07 19:33:00,Bar,Tony Garcia,Guinness Draft,Beer,2,8.50,17.00,6.86,16.41,Cash
100348,2026-02-07 18:25:00,2026-02-07 19:33:00,Bar,Tony Garcia,Mozzarella Sticks,Food,3,11.00,33.00,6.86,16.41,Cash
100348,2026-02-07 18:25:00,2026-02-07 19:33:00,Bar,Tony Garcia,Burger,Food,3,16.00,48.00,6.86,16.41,Cash
100349,2026-02-07 11:53:00,2026-02-06 13:11:00,Bar,Jasmine Chen,IPA Draft,Beer,2,8.00,16.00,4.27,12.22,Visa
100349,2026-02-07 11:53:00,2026-02-06 13:11:00,Bar,Jasmine Chen,Espresso Martini,Cocktails,3,15.00,45.00,4.27,12.22,Visa
100350,2026-02-07 23:43:00,2026-02-07 01:13:00,Bar,Tyler Brooks,House Red Wine,Wine,3,12.00,36.00,4.06,14.17,Cash
100350,2026-02-07 23:43:00,2026-02-07 01:13:00,Bar,Tyler Brooks,Vodka Soda,Well Drinks,1,9.00,9.00,4.06,14.17,Cash
100350,2026-02-07 23:43:00,2026-02-07 01:13:00,Bar,Tyler Brooks,Margarita,Cocktails,1,13.00,13.00,4.06,14.17,Cash
100351,2026-02-07 15:27:00,2026-02-06 15:44:00,Bar,Tony Garcia,Shot - Fireball,Spirits,2,7.00,14.00,2.94,8.97,Discover
100351,2026-02-07 15:27:00,2026-02-06 15:44:00,Bar,Tony Garcia,White Claw,Beer,1,7.00,7.00,2.94,8.97,Discover
100351,2026-02-07 15:27:00,2026-02-06 15:44:00,Bar,Tony Garcia,White Claw,Beer,3,7.00,21.00,2.94,8.97,Discover
100352,2026-02-07 23:08:00,2026-02-07 23:40:00,Bar,Jake Patterson,Shot - Jameson,Spirits,1,8.00,8.00,5.74,20.16,Discover
100352,2026-02-07 23:08:00,2026-02-07 23:40:00,Bar,Jake Patterson,Prosecco,Wine,1,11.00,11.00,5.74,20.16,Discover
100352,2026-02-07 23:08:00,2026-02-07 23:40:00,Bar,Jake Patterson,Mozzarella Sticks,Food,2,11.00,22.00,5.74,20.16,Discover
100352,2026-02-07 23:08:00,2026-02-07 23:40:00,Bar,Jake Patterson,Mozzarella Sticks,Food,3,11.00,33.00,5.74,20.16,Discover
100352,2026-02-07 23:08:00,2026-02-07 23:40:00,Bar,Jake Patterson,IPA Draft,Beer,1,8.00,8.00,5.74,20.16,Discover
100353,2026-02-07 16:07:00,2026-02-06 17:49:00,Bar,Tyler Brooks,Wings Basket,Food,1,15.00,15.00,6.51,16.16,Mastercard
100353,2026-02-07 16:07:00,2026-02-06 17:49:00,Bar,Tyler Brooks,Gin & Tonic,Well Drinks,1,9.00,9.00,6.51,16.16,Mastercard
100353,2026-02-07 16:07:00,2026-02-06 17:49:00,Bar,Tyler Brooks,Vodka Soda,Well Drinks,3,9.00,27.00,6.51,16.16,Mastercard
100353,2026-02-07 16:07:00,2026-02-06 17:49:00,Bar,Tyler Brooks,Pretzel Bites,Food,2,12.00,24.00,6.51,16.16,Mastercard
100353,2026-02-07 16:07:00,2026-02-06 17:49:00,Bar,Tyler Brooks,Rum & Coke,Well Drinks,2,9.00,18.00,6.51,16.16,Mastercard
100354,2026-02-07 23:32:00,2026-02-07 00:33:00,Bar,Aisha Williams,Fish Tacos,Food,2,15.00,26.66,1.87,5.40,Discover
100355,2026-02-07 19:16:00,2026-02-07 20:24:00,Bar,Tony Garcia,Burger,Food,2,16.00,32.00,6.00,16.83,Visa
100355,2026-02-07 19:16:00,2026-02-07 20:24:00,Bar,Tony Garcia,Old Fashioned,Cocktails,1,14.00,14.00,6.00,16.83,Visa
100355,2026-02-07 19:16:00,2026-02-07 20:24:00,Bar,Tony Garcia,Gin & Tonic,Well Drinks,3,9.00,27.00,6.00,16.83,Visa
100355,2026-02-07 19:16:00,2026-02-07 20:24:00,Bar,Tony Garcia,Gin & Tonic,Well Drinks,2,9.00,12.65,6.00,16.83,Visa
100356,2026-02-07 21:35:00,2026-02-07 22:41:00,Bar,Marcus Rivera,IPA Draft,Beer,3,8.00,24.00,4.48,13.86,Visa
100356,2026-02-07 21:35:00,2026-02-07 22:41:00,Bar,Marcus Rivera,Bud Light,Beer,3,6.00,18.00,4.48,13.86,Visa
100356,2026-02-07 21:35:00,2026-02-07 22:41:00,Bar,Marcus Rivera,Prosecco,Wine,2,11.00,22.00,4.48,13.86,Visa
100357,2026-02-07 12:32:00,2026-02-06 13:18:00,Bar,Tony Garcia,Vodka Soda,Well Drinks,1,9.00,9.00,6.10,14.38,Visa
100357,2026-02-07 12:32:00,2026-02-06 13:18:00,Bar,Tony Garcia,Moscow Mule,Cocktails,2,12.00,24.00,6.10,14.38,Visa
100357,2026-02-07 12:32:00,2026-02-06 13:18:00,Bar,Tony Garcia,Espresso Martini,Cocktails,2,15.00,30.00,6.10,14.38,Visa
100357,2026-02-07 12:32:00,2026-02-06 13:18:00,Bar,Tony Garcia,Vodka Soda,Well Drinks,3,9.00,24.15,6.10,14.38,Visa
100358,2026-02-07 12:16:00,2026-02-06 12:33:00,Bar,Marcus Rivera,Burger,Food,2,16.00,26.30,4.85,14.34,Amex
100358,2026-02-07 12:16:00,2026-02-06 12:33:00,Bar,Marcus Rivera,Mozzarella Sticks,Food,2,11.00,22.00,4.85,14.34,Amex
100358,2026-02-07 12:16:00,2026-02-06 12:33:00,Bar,Marcus Rivera,Bud Light,Beer,2,6.00,12.00,4.85,14.34,Amex
100358,2026-02-07 12:16:00,2026-02-06 12:33:00,Bar,Marcus Rivera,Rum & Coke,Well Drinks,1,9.00,9.00,4.85,14.34,Amex
